,Text,Label
1129,"Xbox 2 may be unveiled in summer
 
 Details of the next generation of Microsoft's Xbox games console - codenamed Xenon - will most likely be unveiled in May, according to reports.
 
 It was widely expected that gamers would get a sneak preview of Xbox's successor at the Game Developers Conference (GDC) in March. But a Microsoft spokeswoman confirmed that it would not be at GDC. Sony, Microsoft and Nintendo are all expected to release their more powerful machines in the next 18 months. The next Xbox console is expected to go on sale at the end of the year, but very few details about it have been released. It is thought that the machine may be unveiled at the Electronic Entertainment Expo (E3) in Los Angeles, which takes place in May, according to a Reuters news agency report. E3 concentrates on showing off the latest in gaming to publishers, marketers and retailers. The GDC is aimed more at game developers. Microsoft chief, Bill Gates, used the GDC event to unveil the original Xbox five years ago. Since its launch, Microsoft has sold 19.9 million units worldwide.
 
 At the Consumer Electronics Show earlier this year, there was very little mention of the next generation gaming machine. In his keynote speech, Mr Gates only referred to it as playing an essential part of his vision of the digital lifestyle.
 
 But the battle between the rival consoles to win gamers' hearts and thumbs will be extremely hard-fought. Sony has traditionally dominated the console market with its PlayStation 2. But earlier this year, Microsoft said it had reached a European milestone, selling five million consoles since its European launch in March 2002. Hit games like Halo 2, which was released in November, helped to buoy the sales figures.
 
 Gamers are looking forward to the next generation of machines because they will have much more processing and graphical power.
 
 They are also likely to pack in more features and technologies that make them more central as entertainment and communications hubs. Although details of PlayStation 3, Xenon, and Nintendo's so-called Revolution, are yet to be finalised, developers are already working on titles. Rory Armes, studio general manager for games giant Electronic Arts (EA) in Europe, recently told the BBC News website in an interview that EA was beginning to get a sense of the capabilities of the new machines. Microsoft had delivered development kits to EA, but he said the company was still waiting on Sony and Nintendo's kits. But, he added, the PlayStation 3 was rumoured to have ""a little more under the hood [than Xbox 2]"".
",2
1607,"Label withdraws McFadden's video
 
 The new video of former Westlife singer Brian McFadden has been pulled after a Dublin school complained about being associated with his song Irish Son.
 
 St Fintian's High School says it is clearly identified in the video, while McFadden never went there. McFadden makes claims that he was beaten at his own school in the song's lyrics, saying it had ""cell blocks"". The performer's record label Sony BMG has withdrawn the video and issued replacements to television stations. The label believed the school name was fictitious until they received the complaint. They have said the reference to the school was unintentional and coincidental.
 
 The head of Christian Brothers' school St Fintian's, Richard Fogarty, said the video implied that the 24-year-old pop star had attended his school and was abused there. ""The school has always treated its pupils with respect,"" Mr Fogarty said in a statement. McFadden makes specific references to the Christian Brothers in his song, but did not attend St Fintian's. Corporal punishment was outlawed in Irish schools in 1982 when McFadden was two years old.
 
 McFadden, whose debut solo album is released next week, has said that every song is autobiographical and ""a true story"". Alcoholism and domestic violence are among the other topics dealt with in his songs, half of which have been written with Robbie Williams' former collaborator, Guy Chambers. McFadden, who quit chart-topping group Westlife in March, went to number one in September with his first solo single Real To Me. He enjoyed 12 chart-toppers with the boy band before parting company with them.
",3
190,"Hospital suspends 'no Welsh' plan
 
 An English hospital has suspended plans to stop treating Welsh patients who have waited more than three months.
 
 Hereford County Hospital had earlier said that from the new year patients waiting longer than this would be taken off waiting lists for hip and knee operations. GPs in Wales had feared patients could be pushed to the back of another queue. But after talks with Powys Health Board the hospital called off its plan until health chiefs meet early in January. Hereford Hospital Trust caused an outcry when it sent out a letter telling patients that for financial and administrative reasons it planned to turn down some orthopaedic patients. Shocked health officials in Powys said this meant they would be left with the prospect of patients and doctors having to find new appointments in other hospitals. Andy Williams, chief executive of Powys Local Health Board, had said it was ""a totally unacceptable way to behave"".
 
 Mr Williams had said he did not think it was a Welsh-English issue, but said Hereford hospital was ""struggling financially and trying to pass the problem back to Powys"". He had told BBC Radio Wales: ""I have written straight back to the trust... to insist they withdraw this threat and treat the patients I am paying them to treat."" But after the hospital had agreed to the suspension, Mr Williams said he was optimistic a compromise could be reached which would ensure Welsh patients continued to be treated there. He said the problem had been caused by the difference in waiting time targets between England and Wales.
 
 The target is 12 months for Welsh patients, but just three months in England. The contract with the Powys health board was worth Â£7m a year for the hospital and accounts for 12% of its patients. In a statement before the suspension of the idea, the Welsh Assembly Government said the situation was ""unacceptable"". ""But Powys Local Health Board is committed to ensuring our patients receive the care that is appropriate,"" said the assembly government. ""Although we will be challenging Hereford's decision we will put in place appropriate care for our patients. They will be contacted by their GPs in the next week."" Earlier, David Rose, Chief Executive of Hereford Hospitals NHS Trust, had said: ""It is with real regret that we have taken this step. ""We want to continue providing an excellent and fast service to Powys people but can only do this if we are paid to provide the service. ""In 2005 our waiting time will fall to a maximum of 6-months and we want Powys people to ask to be referred to our modern hospital. ""We appeal to Powys Local Health Board to allow Powys people to choose Hereford for their treatment.""
",0
325,"Tory candidate quits over remark
 
 A Conservative election challenger is quitting after being quoted as wanting a ""period of creative destruction in the public services"".
 
 Danny Kruger, who also works in the Tory research unit, had been due to take on Tony Blair in Sedgefield. He says his remark last week was misrepresented but he will not contest the election for fear of damaging the Conservative cause. Tory leader Michael Howard accepted his decision ""with regret"". Mr Kruger was quoted in the Guardian newspaper saying: ""We plan to introduce a period of creative destruction in the public services.""
 
 In a statement, the party said the comment had been taken out of context. ""He fully supports the party's policies on, and approach to, the public services,"" said the statement. ""However, in order to avoid any further misrepresentation of his views and any damage to the Party, he has decided not to stand in the Sedgefield constituency at the next election."" Mr Kruger is continuing in his job at the Tory campaign headquarters. Labour election coordinator Alan Milburn claimed Mr Kruger had exposed the Tory agenda for Â£35bn of cuts to public services. Mr Milburn said: ""He is not some unknown hopeful fighting an unwinnable seat. He is a man who has worked at the heart of Conservative policy development... ""His claim that the Tories were planning 'a period of creative destruction in the public services' is not a rogue claim. ""It is the authentic and shocking voice of the Conservative Party. It reveals the true picture of what they would do.""
",0
1998,"Huge rush for Jet Airways shares
 
 Indian airline Jet Airways' initial public offering was oversubscribed 16.2 times, bankers said on Friday.
 
 Over 85% of the bids were at the higher end of the price range of 1,050-1,125 rupees ($24-$26). Jet Airways, a low-fare airline, was founded by London-based ex-travel agent Naresh Goya, and controls 45% of the Indian domestic airline market. It sold 20% of its equity or 17.2 million shares in a bid to raise up to $443m (Â£230.8m). The price at which its shares will begin trading will be agreed over the weekend, bankers said. ""The demand for the IPO was impressive. We believe that over the next two years, the domestic aviation sector promises strong growth, even though fuel prices could be high,"" said Hiten Mehta, manager of merchant banking firm, Fortune Financial Services. India began to open up its domestic airline market - previously dominated by state-run carrier Indian Airlines - in the 1990s. Jet began flying in 1993 and now has competitors including Air Deccan and Air Sahara. Budget carriers Kingfisher Airlines and SpiceJet are planning to launch operations in May this year. Jet has 42 aircraft and runs 271 scheduled flights daily within India. It recently won government permission to fly to London, Singapore and Kuala Lumpur.
",4
779,"Holmes back on form in Birmingham
 
 Double Olympic champion Kelly Holmes was back to her best as she comfortably won the 1,000m at the Norwich Union Birmingham Indoor Grand Prix.
 
 The 34-year-old, running only her second competitive race of the season, shook off the rust to win in two minutes, 35.39 seconds. But she is still undecided about competing in the European Championships in Madrid from 4-6 March. ""I'll probably be entered and make my mind up at the last minute,"" she said. ""My training hasn't gone as well as expected but I've got two weeks to decide. ""I need to take my time and make sure I feel good about what I'm doing. ""I felt very good here but with the crowd behind you, you feel like you can do anything."" American
 
 was the eventual winner of the men's 60m race which almost ended in farce. Three athletes were disqualified for false starting, including Britain's Mark Lewis-Francis, who was the first man guilty of coming out of his blocks too quickly. World 100m champion Kim Collins clinched second spot ahead of world 60m record holder and Scott's training partner Maurice Greene. Jason Gardener's unbeaten run came to an end as he came fifth and he will need to improve if he is to defend his European title in Madrid. ""You can't win them all,"" said Gardener afterwards. ""And I was very disappointed as I know I'm capable of doing better."" Russian
 
 was back on record-breaking form in the pole vault at the National Indoor Arena.
 
 The Olympic champion set a new world mark of 4.88m to break her own record - which she set just six days ago - and beat Russian rival Svetlana Feofanova. It was Isinbayeva's 11th world record - indoors or out - since July 2003. ""I'm so happy and I will do my best to break the 5m barrier soon,"" the 22-year-old told BBC Sport. Jamaica's
 
 stormed to a personal best of 7.13 seconds to claim the women's 60m sprint. Belgian Kim Gevaert, who will be one of the favourites for next month's European title, took second while American Muna Lee was third. There was disappointment for British pair Jeanette Kwakye and Joice Maduaka who finished seventh and eighth respectively.
 
 Jamaican
 
 stretched her unbeaten record to 25 races as she effortlessly claimed the 200m. The Olympic champion set a new indoor personal best of 22.38 seconds - the fastest time in the world this season.
 
 fought off fellow Briton Tim Abeyie to take the men's 200m in a personal best of 20.88.
 
 continued her outstanding start to the season, beating a strong international field, which included two-time Olympic 100m hurdles bronze medallist Melissa Morrison, to claim the women's 60m hurdles. The 25-year-old Briton clocked 7.98 seconds while pre-European Championships favourite Russian Irina Shevchenko finished down in sixth. Ethiopia's
 
 failed in her bid to smash compatriot Berhane Adere's world 3,000m record but still won the event in emphatic style. The Olympic 5,000m champion was inside record pace but dropped off over the final third, finishing in eight minutes, 33.05 seconds - the fourth fastest time ever recorded for the event. Britain's Jo Pavey bravely decided to go with Defar as she strode away from the field and took second in a season's best 8:41.43. Kenyan
 
 also missed out on the indoor 1500m world record, which Hicham El Guerrouj has held for the last eight years.
 
 Lagat settled for silver behind El Guerrouj in Athens and was almost four seconds short of the Moroccan's world best, clocking 3:35.27 in Birmingham. And
 
 was still struggling to find his form after the death of his fiancee this year. The Olympic 10,000m champion had comfortably led the men's two mile race after his younger brother Tariku had set the pace. But fellow Ethiopian
 
 appeared ominously on Bekele's shoulder with two laps to go before surging past him at the bell to win in 8:14.28. Jamaican
 
 made the most of a blistering start to take the men's 400m title in 45.91 seconds. World indoor champion, Alleyne Francique, faded badly and finished in fourth while American duo Jerry Harris and James Davis took second and third respectively. Swede
 
 showed her class in the long jump as she stole top spot from Jade Johnson with the very last jump of the competition. The Olympic heptathlon gold medallist reached 6.66m to better Johnson's mark of 6.52m - her second personal best inside a week. ""I was quite surprised because I didn't think I'd end up with second place,"" said Johnson, who wore London's 2012 Olympic bid slogan, ""Back the Bid"", on her shorts. ""But I'm pleased and hopefully I'll get a bit better for the Europeans. I really want to win a medal.""
 
 won the men's event with a season's best of 7.95m, taking the scalp of world indoor champion Savante Stringfellow of the USA.
",1
1464,"Beatles suits sell for $110,000
 
 Four suits worn by the Beatles on their Please Please Me album cover have sold for $110,00 (Â£59,000) at a US auction.
 
 But some of Elvis Presley's earliest recordings - including takes of All Shook Up - failed to sell at the Bonhams and Butterfields two-day sale. A private collection of six tape recordings of Presley valued at between $30,000 (Â£16,000) and $50,000 (Â£27,000) did not meet their reserve price. A signed Presley photograph managed to fetch $2,115 (Â£1,140).
 
 Auction spokesman Erik Simon said the Presley tapes were withdrawn because ""they did not meet the minimum price set by the owners"".
 
 He said the family of sound engineer Thorne Nogar did not want to divulge the price they had set or the offers they had received. The RCA tapes date from September 1956 to September 1957. The ""pre-masters"" include a take of Jailhouse Rock, religious songs, material for his first Christmas album, and banter between Presley, members of his band and Mr Nogar.
 
 ""We've had them for a lot of years, and I think the people should enjoy them. And frankly, we could use the money,"" Mr Nogar's son Stephen, 57, said before the auction. Mr Nogar, who died in 1994 aged 72, always used to make two tapes of sessions as a back-up in case RCA producers wanted to make late changes to songs. ""He called them his 'ass-saver' tapes,"" his son said. The quality is said to be noticeably crisper than that of a new vinyl record. Because the family does not own the copyright to the music, the tapes could only be sold for ""personal enjoyment"" and cannot be copied for commercial gain. The auction made a total of $1.1m (Â£600,000).
",3
580,"Spurs to sign Iceland U21 star
 
 Tottenham are primed to snap up Iceland Under-21 international Emil Hallfredsson after he impressed on trial at White Hart Lane.
 
 The 20-year-old midfielder, who plays for FH Hafnarfjordur, also starred in the Uefa Cup match against Scottish side Dunfermline earlier this season. Spurs have agreed a fee for the player, who has yet to agree personal terms. ""He had offers from two other clubs but he decided to come to Tottenham,"" said Spurs sporting director Frank Arnesen. ""He is a left-sided player, a position we have been looking at and he showed so much talent in his time here that we decided to take him. ""It's down the road of bringing in talent, good prospects and giving them a place at Tottenham where they can improve.""
",1
436,"Bees handed potential Man Utd tie
 
 Brentford face a home tie against holders Manchester United in the FA Cup sixth round if they can come through their replay against Southampton.
 
 The League One side held the Saints at St Mary's in their fifth-round tie and were rewarded with a potential draw against Sir Alex Ferguson's side. Newcastle will be at home to either Tottenham or Nottingham Forest. Bolton host Arsenal or Sheffield United and Leicester will visit the winners of the Burnley and Blackburn replay. The ties will be played on the weekend of 12-13 March.
 
 was delighted to be paired with United, although he admitted they still have plenty of work to do to set up a dream tie. ""We've got our work cut out next Tuesday but you can't deny it's exciting,"" he said.
 
 ""It would be a sell-out. It will probably be on television. We have financial problems and the revenue it could bring in would certainly help our situation. ""We're happy to be in the draw but we've still got to beat a Premiership team. ""We've got to beat Southampton first and that's going to be a hard game but if we do there will be some celebration.""
 
 welcomed the opportunity to face United. ""We're not counting on anything yet,"" he said. ""It is obviously going to be a difficult replay judging by the way Brentford came back at us on Saturday and the fact that United have come out of the hat will give them even more incentive. ""But I've been drawn against United so many times in cups and beaten them at both Bournemouth and West Ham. ""There are no easy ties in the FA Cup and I'm sure nobody is counting on one.""
 
 Newcastle v Tottenham or Nottingham Forest
 
 Southampton or Brentford v Manchester United
 
 Bolton v Arsenal or Sheffield United
 
 Burnley or Blackburn v Leicester
",1
66,"UK troops on Ivory Coast standby
 
 Downing Street has confirmed British troops are on standby in case they need to help evacuate several hundred UK citizens from Ivory Coast.
 
 The news came as it emerged France had begun evacuating its hostages after days of anti-French demonstrations. Trouble flared after nine French peacekeepers were killed and President Jacques Chirac ordered the destruction of the Ivory Coast's air force. A company of 100-120 UK troops is understood to have been put on standby. They are ready to fly out and secure the route from the embassy to the airport if called upon. Prime Minister Tony Blair's official spokesman said: ""There are British nationals in Ivory Coast and as you can imagine we are making the usual contingency plans in case the situation deteriorates further, but that's all I can say at this stage.""
 
 He added the situation would be monitored carefully in case evacuation became necessary. France has played a lead role in international peacekeeping in Ivory Coast - a former colony - after President Laurent Gbagbo broke an 18-month ceasefire with rebels bombing their positions and killing the nine French soldiers. The decision to destroy the African nation's small air force prompted riots against French and other foreign nationals. The Spanish have already put their forces on standby to evacuate their nationals if necessary.
",0
1498,"Bollywood DVD fraudster is jailed
 
 A major distributor of pirated DVDs of Bollywood films has been sent to prison for three years.
 
 Jayanti Amarishi Buhecha from Cambridge was found guilty of two trademark offences last month, and sentenced at Harrow Crown Court, London, on Tuesday. Buhecha, who made Â£26,000 per month from his illegal trade, was called ""one of the biggest Bollywood pirates in the UK"" by the sentencing judge. The British Phonographic Industry (BPI) worked for two years on the case.
 
 An operation was launched against Buhecha in 2002 after complaints were received about his activities. The judge in the case, which lasted seven days, said that ""a heavy penalty was called for because of the enormous damage Buhecha caused to legitimate business"". Fake DVDs were manufactured in Pakistan and Malaysia and sold on wholesale to shops by Buhecha, who traded in conterfeit DVDs in 2002 and 2003.
 
 In December 2002, he was stopped in his car by trading standards officers, who uncovered 1,000 pirated DVDs and faked inlay cards printed with registered trademarks. Despite being arrested and bailed, Buhecha was caught a second time at the end of 2003. His home and a lock-up in Cambridge were found to contain 18,000 counterfeit DVDs and further faked inlay cards. Buhecha was previously a legitimate distributor of Bollywood films, but was suspended and sued by his employers for dealing in illegal copies of Bollywood classic Mohabbatein. Legitimate Bollywood film distributors have hailed the conviction as ""a major boost"". Bollywood music and film suffers piracy at the rate of 40%, which is more than that suffered by mainstream productions. The BPI welcomed the news of the prison sentence, but warned there are plenty of other active counterfeiters of Bollywood films. The organisation's anti-piracy director David Martin said: ""The problem simply will not disappear with Buhecha. Others and more will take his place, so it's vital that keep up our efforts in this field.""
",3
937,"Half of UK's mobiles 'go online'
 
 Multimedia mobile phones are finally showing signs of taking off, with more Britons using them to go online.
 
 Figures from industry monitor, the Mobile Data Association (MDA), show the number of phones with GPRS and MMS technology has doubled since last year. GPRS lets people browse the web, access news services, mobile music and other applications like mobile chat. By the end of 2005, the MDA predicts that 75% of all mobiles in the UK will be able to access the net via GPRS. The MDA say the figures for the three months up to 30 September are a ""rapid increase"" on the figure for the same time the previous year. About 53 million people own a mobile in the UK, so the figures mean that half of those phones use GPRS. GPRS is often described as 2.5G technology - 2.5 generation - sitting between 2G and 3G technology, which is like a fast, high-quality broadband internet for phones.
 
 With more services being offered by mobile operators, people are finding more reasons to go online via their mobile. Downloadable ringtones are still proving highly popular, but so is mobile chat. BandAid was the fastest ever-selling ringtone this year, according to the MDA, and chat was given some publicity when Prime Minister Tony Blair answered questions through mobile text chat. Multimedia messaging services also looked brighter with 32% of all mobiles in the UK able to send or receive picture messages. This is a 14% rise from last September's figures. But a recent report from Continental Research reflects the continuing battle mobile companies have to actually persuade people to go online and to use MMS. It said that 36% of UK camera phone users had never sent a multimedia message, or MMS. That was 7% more than in 2003. Mobile companies are keen for people to use multimedia functions their phones, like sending MMS and going online, as this generates more money for them. But critics say that MMS is confusing and some mobiles are too difficult to use. There have also been some issues over interoperability, and being able to send MMS form a mobile using one network to a different one.
",2
904,"Reds sink 10-man Magpies
 
 Titus Bramble's own goal put Liverpool on the comeback trail as injury-hit Newcastle were well beaten at Anfield.
 
 Patrick Kluivert's close-range finish put Newcastle ahead after 31 minutes, but they were pegged back as Bramble headed in Steven Gerrard's corner. Neil Mellor gave Liverpool the lead before half-time from Milan Baros' pass before the Czech added a third after rounding Shay Given on the hour. Newcastle then had Lee Bowyer sent off for two bookable offences. Liverpool brought back Luis Garcia after a hamstring injury, while Newcastle were forced to draft in Kluivert after Craig Bellamy was a late withdrawal with a back injury sustained in the warm-up. And Garcia should have crowned his return with a goal inside the opening minute when he took a pass from Baros but shot wildly over the top from eight yards. Olivier Bernard was only inches away from giving Newcastle the lead after 20 minutes, when he fired just wide from a free-kick 25 yards out. But Souness's side did go ahead 11 minutes later in highly controversial circumstances.
 
 Kluivert looked suspiciously offside when Kieron Dyer set Bowyer free, but the Dutchman was then perfectly placed to score from six yards. The lead lasted three minutes, with Liverpool back on terms as Bramble headed Gerrard's corner into his own net under pressure from Sami Hyypia. And Liverpool were ahead after 37 minutes when Baros slid a perfect pass into Mellor's path for the youngster to slip a slide-rule finish into Given's bottom corner. Garcia's finishing was wayward, and he was wasteful again in first-half injury time, shooting tamely at Given after good work by Xabi Alonso. Any hopes of a Newcastle recovery looked to be snuffed out on the hour when a brilliant turn and pass by Harry Kewell set Baros free and he rounded Given to score. Jermaine Jenas then missed a glorious chance to throw Newcastle a lifeline, shooting over from just eight yards out from Shola Ameobi's cross. Then Bowyer, who had already been booked for a foul on Alonso, was deservedly shown the red card by referee Graham Poll for a wild challenge on Liverpool substitute Florent Sinama-Pongolle.
 
 Dudek, Finnan, Hyypia, Carragher, Riise, Luis Garcia (Nunez 73), Gerrard, Alonso, Kewell (Traore 85), Baros, Mellor (Sinama Pongolle 75).
 
 Subs not used: Hamann, Harrison.
 
 Bramble 35 og, Mellor 38, Baros 61.
 
 Given, Andrew O'Brien, Elliott, Bramble, Bernard, Bowyer, Dyer (Ambrose 80), Jenas, Milner (N'Zogbia 72), Kluivert (Robert 58), Ameobi.
 
 Subs not used: Harper.
 
 Bowyer (77).
 
 Bowyer, Elliott, Bernard.
 
 Kluivert 32.
 
 43,856.
 
 G Poll (Hertfordshire).
",1
1309,"Supercomputer breaks speed record
 
 The US is poised to push Japan off the top of the supercomputing chart with IBM's prototype Blue Gene/L machine.
 
 It is being assembled for the Lawrence Livermore National Laboratory, a US Department of Energy (DOE) lab. DOE test results show that Blue Gene/L has managed speeds of 70.72 teraflops. The current top machine, Japan's NEC Earth Simulator, clocks up 35.86. Due next week, the Top 500 list officially charts the fastest computers in the world. It is announced every six months and is worked out using an officially recognised mathematical speed test called Linpack which measures calculations per second. The speeds will most likely make it the fastest computer system on the planet, yet the chip technology powering the machine is the kind which can be found in familiar devices such as games consoles.
 
 The US Secretary of Energy Spencer Abraham confirmed that the machine had reached the breakneck speed, according to the Linpack benchmark. Until the official list is published, however, Blue Gene/L's position will not be confirmed, and there are expected to be some other new entries. But the test results raise the bar of supercomputing enormously and signal a remarkable achievement. Surpassing the 40 trillion calculations per second (teraflop) mark has been considered a landmark for some time.
 
 The IBM Blue Gene/L is only a prototype and is one 5th the speed of the full version, due to be completed for the Livermore labs in 2005. Its peak theoretical performance is expected to be 360 teraflops, and will fit into 64 full racks. It will also cut down on the amount of heat generated by the massive power, a big problem for supercomputers. The final machine will help scientists work out the safety, security and reliability requirements for the US's nuclear weapons stockpile, without the need for underground nuclear testing. The Earth Simulator has held on to the top spot since June 2002. It is dedicated to climate modelling and simulating seismic activity. But in September, IBM said that another Blue Gene/L machine clocked up 36.01 teraflops, marginally surpassing the Earth Simulator's performance. This was achieved during internal testing at IBM's production facility in Rochester, Minnesota, though, so was not an official record. Another giant to enter the fray is Silicon Graphics' Columbia supercomputer based at Nasa's Ames Research Center in California. It would be used to model flight missions, climate research, and aerospace engineering. The Linux-based machine was reported to have reached a top speed of 42.7 teraflops in October.
 
 Supercomputers are hugely important for working out very complex problems across science and society. Their massive simulation and processing power means they can improve the accuracy of weather forecasts, help design better cars, and improve disease diagnosis. IBM's senior vice president of technology and manufacturing, Nick Donofrio, believes that by 2006, Blue Gene will be capable of petaflop computing. This means it would be capable of doing 1,000 trillion operations a second. ""When you get a computer as large as a petaflop, you can start to think of simulations that might complement the physical world,"" Mr Donofrio recently told the BBC News website.
 
 ""You can start to be more proactive, more interactive and more innovative."" One area where Mr Donofrio sees supercomputing - and Blue Gene machines in particular - as crucial is health. He believes the machines can help scientists understand one of the greatest challenges of the 21st Century: protein folding. ""Health is one of the most important problems, not just mapping the human genome, but also protein structures. ""We are a great believer in simulation. It gives you another tool,"" he said. Once the structures of proteins are understood fully, then drugs can be tailor-made to fight diseases more effectively. Compared with the current fastest supercomputers, Blue Gene is designed to consume one 15th the power and be 10 times more compact. Since the first supercomputer, the Cray-1, was installed at Los Alamos National Laboratory in 1976, computational speed has leaped 500,000 times. The Cray-1 was capable of 80 megaflops (80 million operations a second). The Blue Gene/L machine that will be completed next year will be five million times faster. Started in 1993, the Top 500 list is decided by a group of computer science academics from around the world. It is presented at the International Supercomputer Conference in Pittsburgh.
",2
1053,"Mobile networks seek turbo boost
 
 Third-generation mobile (3G) networks need to get faster if they are to deliver fast internet surfing on the move and exciting new services.
 
 That was one of the messages from the mobile industry at the 3GSM World Congress in Cannes last week. Fast 3G networks are here but the focus has shifted to their evolution into a higher bandwidth service, says the Global Mobile Suppliers Association. At 3GSM, Siemens showed off a system that transmits faster mobile data. The German company said data could be transmitted at one gigabit a second - up to 20 times faster than current 3G networks. The system is not available commercially yet, but Motorola, the US mobile handset and infrastructure maker, held a clinic for mobile operators on HSDPA (High Speed Downlink Packet Access), a high-speed, high bandwidth technology available now. Early HSDPA systems typically offer around two megabits per second (Mbps) compared with less than 384 kilobits per second (Kbps) on standard 3G networks.
 
 ""High-Speed Downlink Packet Access (HSDPA) - sometimes called Super 3G - will be vital for profitable services like mobile internet browsing and mobile video clips,"" according to a report published by UK-based research consultancy Analysys. A number of companies are developing the technology. Nokia and Canada-based wireless communication products company Sierra Wireless recently agreed to work together on High Speed Downlink Packet Access. The two companies aim to jointly market the HSDPA solution to global network operator customers.
 
 ""While HSDPA theoretically enables data rates up to a maximum of 14Mbps, practical throughputs will be lower than this in wide-area networks,"" said Dr Alastair Brydon, author of the Analysys report: Pushing Beyond the Limits of 3G with HSDPA and Other Enhancements. ""The typical average user rate in a real implementation is likely to be in the region of one megabit per second which, even at this lower rate, will more than double the capacity... when compared to basic WCDMA [3G],"" he added. Motorola has conducted five trials of its technology and says speeds of 2.9Mbps have been recorded at the edge of an outdoor 3G cell using a single HSDPA device. But some mobile operators are opting for a technology called Evolution, Data Optimised (EV-DO).
 
 US operator Sprint ordered a broadband data upgrade to its 3G network at the end of last year. We are ""expanding our network and deploying EV-DO technology to meet customer demand for faster wireless speeds,"" said Oliver Valente, Sprint's vice president for technology development, when the contract was announced. As part of $3bn in multi-year contracts announced late last year, Sprint will spend around $1bn on EV-DO technology from Lucent Technologies, Nortel Networks and Motorola that provides average data speeds of 0.3-0.5 megabits a second, and peak download rates of 2.4Mbps. MMO2, the UK-based operator with services in the UK, Ireland and Germany, has opted for technology based on the High Speed Downlink Packet Access (HSDPA) standard. Using technology from Lucent, it will offer data speeds of 3.6Mbps from next summer on its Isle of Man 3G network, and will eventually support speeds of up to 14.4Mbps. US operator Cingular Wireless is also adopting HSDPA, using technology from Lucent alongside equipment from Siemens and Ericsson.
 
 Siemens' plans for a one gigabit network may be more than a user needs today, but Christoph Caselitz, president of the mobile networks division at the firm says that: ""By the time the next generation of mobile communication debuts in 2015, the need for transmission capacities for voice, data, image and multimedia is conservatively anticipated to rise by a factor of 10."" Siemens - in collaboration with the Fraunhofer German-Sino Lab for Mobile Communications and the Institute for Applied Radio System Technology - has souped up mobile communications by using three transmitting and four receiving antennae, instead of the usual one. This enables a data transmission, such as sending a big file or video, to be broken up into different flows of data that can be sent simultaneously over one radio frequency band. The speeds offered by3G mobile seemed fast at the time mobile operators were paying huge sums for 3G licences. But today, instead of connecting to the internet by slow, dial-up phone connection, many people are used to broadband networks that offer speeds of 0.5 megabits a second - must faster than 3G. This means users are likely to find 3G disappointing unless the networks are souped up. If they aren't, those lucrative ""power users"", such as computer geeks and busy business people will avoid them for all but the most urgent tasks, reducing the potential revenues available to mobile operators. But one gigabit a second systems will not be available immediately. Siemens says that though the system works in the laboratory, it still has to assess the mobility of multiple-antennae devices and conduct field trials. A commercial system could be as far away as 2012, though Siemens did not rule out an earlier date.
",2
259,"Ministers 'naive' over phone-taps
 
 The government is being naive by refusing to allow phone-tap evidence in court, a senior EU politician says.
 
 Javier Solana, EU foreign policy chief, says phone-tap evidence works in the courts of other European countries. Human rights groups, top police officers and many MPs say allowing the evidence would remove the need to detain terror suspects without charge. But Home Secretary Charles Clarke says the evidence would not make much difference to these cases. Mr Solana told ITV1's Jonathan Dimbleby programme: ""[Phone-tap evidence in court] works, it is normal that it is done, it would be naive not to do it. ""It would be naive not to use this technological thing that we have at our disposal."" Mr Solana's comments come the day after Sir Ian Blair, the newly-appointed Metropolitan Police commissioner, said he was in favour of phone-tap evidence.
 
 Under the Anti-Terrorism Crimes and Security Act 2001, foreign terror suspects can be detained in British jails without trial or charge. Several suspects have been detained under these powers because evidence against them was deemed too sensitive to be heard in court.
 
 Some of this evidence is believed to be telephone intercepts. Human Rights group Liberty has argued that if intercept evidence could be heard, these detainees could be brought to trial. But critics of phone-tap trials say the evidence is often weak and can expose the methods of the security services. The home secretary says intercepts would not make much difference because cases against terror suspects frequently rely on other kinds of surveillance. But Mr Clarke has been forced to change the regime of detention without trial after Law Lords ruled it illegal. He has opted for a system of ""control orders"" whereby suspects, both British and foreign, can be held under house arrest or surveillance. These orders will again involve a UK opt-out of parts of the European Convention on Human Rights. While accepting that people ""have to be prepared"" for a possible terrorist attack, Mr Solana said he had ""qualms"" about the home secretary's new plans. ""We have to fight terrorism with all our means, but not so far as to change our way of life,"" he said.
",0
